question,answer,url,language,source,section,wrong_answer
Что делает ВОЗ для поддержки затронутых малярией стран в условиях пандемии COVID-19?,"Всетри уровня ВОЗ (страны, регионы иштаб-квартира) участвуют в обеспечениитого, чтобы любые рекомендации,направленные на предупреждениераспространения коронавирусной инфекциии организацию мер по борьбе с COVID-19, моглиприменяться в районах, затронутыхмалярией. Совместнос партнерами ВОЗ также определилакомплекс взаимосвязанных мер, необходимыхдля уменьшения последствий COVID-19 встранах с наиболее тяжелой ситуациейпо малярии. В последнее время Организациявзаимодействует с партнерами дляобсуждения возможных областейсотрудничества и координации усилий вцелях: сбора,	использования и распространения	достоверной информации; ликвидации	последствий перебоев в работе систем	здравоохранения; обеспечения	непрерывности запланированной	деятельности по борьбе с малярией	наряду с принятием в некоторых случаях	дополнительных специальных мер.ВОЗготова взаимодействовать со странамии другими заинтересованными сторонамидля уменьшения негативных последствийкоронавирусной пандемии для мероприятийпо борьбе с малярией во всем мире и, повозможности, одновременного содействияуспешным мерам по противодействиюCOVID-19.",https://www.who.int/ru/news-room/q-a-detail/malaria-and-the-covid-19-pandemic,russian,WHO,Malaria and the COVID-19 pandemic,"Опытпредыдущих вспышек болезнейпродемонстрировал их дестабилизирующеевоздействие на работу медицинских служби негативные последствия для борьбы стакими болезнями, как малярия. Так,вспышка Эболы, произошедшая в 2014–2016 гг.в Гвинее, Либерии и Сьерра-Леоне, серьезноосложнила проведение противомалярийныхмероприятий и привела к значительномуросту заболеваемости малярией исмертности от нее в этих трех странах.Впоследние недели пандемия COVID-19 сталапроверкой на прочность для системздравоохранения во всем мире. С учетомсерьезных последствий малярии дляуязвимых групп населения в странах снестабильно функционирующими системамиздравоохранения, ВОЗ подчеркиваеткритическую важность продолжения усилийпо профилактике, выявлению и лечениюмалярии. Во всех регионах должныприниматься меры защиты, призванныесвести к минимуму риск передачи COVID-19между пациентами, местным населениеми медицинским персоналом. ВОЗ разработалаподробные рекомендациидля работников здравоохраненияв условиях реагирования на вспышкуCOVID-19, а также практическиерекомендациипообеспечению непрерывной работы основныхмедицинских служб при соблюдениитребований безопасности."
Какова позиция ВОЗ по вопросу о применении в рамках борьбы с COVID-19 хлорохина и гидроксихлорохина?,"ВОЗпристально отслеживает проводящиесяв настоящий момент клинические испытаниясредств для борьбы с COVID-19, в том числеисследования, посвященные лечебному ипрофилактическому применению хлорохинаи его производного гидроксихлорохина.В настоящее время не имеется достаточныхданных, позволяющих судить об эффективностикаждого из этих лекарственных средствдля лечения пациентов с COVID-19 илипредупреждения их инфицированиякоронавирусом. Внастоящее время хлорохин рекомендованВОЗ для лечения малярии, вызываемой P.vivax. Исследуемые в настоящий моментдозировки и схемы лечения хлорохиноми гидроксихлорохином в случае COVID-19отличаются от применяемых для леченияпациентов с малярией. Прием высоких дозэтих препаратов может вызыватьнеблагоприятные или крайне тяжелыепоследствия для здоровья. ВОЗустановила систематический и транспарентныйпорядок проведения научных исследованийи разработок, в том числе клиническихиспытаний лекарственных средств, вслучае чрезвычайных ситуаций в областиобщественного здравоохранения. Программаисследований и разработокВОЗ,приведенная в действие 7 января2020 г. для борьбы с COVID-19, призванаобеспечить ускоренное внедрениеэффективных тест-систем, вакцин илекарственных средств, которые могутприменяться для спасения жизней ипредупреждения крупномасштабныхкризисных ситуаций. ВОЗ также разработалакомплекс процедур для оценки эффективности,качества и безопасности медицинскихтехнологий в условиях чрезвычайныхситуаций.",https://www.who.int/ru/news-room/q-a-detail/malaria-and-the-covid-19-pandemic,russian,WHO,Malaria and the COVID-19 pandemic,"В настоящее времяряд препаратов проходит клиническиеиспытания в Китае, а также разрабатываетсясвыше 20 вакцин от COVID‑19, однакоразрешенных к применению препаратов ивакцин в настоящее время не существует.С другой стороны, для борьбы с гриппомсуществуют противовирусные препаратыи вакцины. Противогриппозная вакцинанеэффективна в отношении возбудителяCOVID‑19, тем не менее в целях профилактикигриппа настоятельно рекомендуетсяпроходить ежегодную вакцинацию."
"Подвержены ли люди, которые курят или употребляют табачные изделия, более высокому риску инфицирования COVID-19?","Курящие, по-видимому, болееуязвимы для COVID-19, так какв процессе курения они прикасаютсяпальцами (и, возможно, контаминированнымисигаретами) к губам, в результате чегоповышается риск попадания вируса вротовую полость человека. Кроме того,курильщики могут иметь в анамнезезаболевания легких или сниженнуюжизненную емкость легких, в результатечего значительно повышается рискразвития серьезного заболевания. Курениес помощью таких приспособлений, каккальяны, часто предполагает общееиспользование несколькими курильщикамимундштуков и трубок, что способствуетпередаче COVID-19 в однойсоциальной группе или общине.Состояния,при которых возрастает потребность вкислороде или снижается способностьорганизма правильно поглощать кислород,подвергают пациента более высокомуриску серьезного нарушения работылегких, например развития пневмонии.",https://www.who.int/ru/news-room/q-a-detail/q-a-on-smoking-and-covid-19,russian,WHO,Q&A on smoking and COVID-19,"Коронавирусы составляют обширное семейство вирусов и широко распространены у животных. Заражение людей этими вирусами с последующей передачей другим людям происходит время от времени. Например, установлен факт заражения людей ТОРС‑КоВ от цивет, а БВРС‑КоВ– от одногорбых верблюдов. Возможный источник 2019‑nCoV среди животных пока не установлен. В качестве меры индивидуальной защиты, например, при посещении рынков, на которых торгуют живностью, следует избегать непосредственного контакта с животными, а также касания поверхностей, с которыми соприкасаются животные. Следует строго соблюдать правилаобеспечения безопасности продуктов питания. При работе с сырым мясом, молоком, органами животных следует проявлять осторожность во избежание перекрестного загрязнения других продуктов, не прошедших термическую обработку, и, кроме того, следует воздерживатьсяот употребления сырых или полусырых продуктов животного происхождения."
Подвержены ли беременные женщины с COVID-19 более высокому риску?,"Внастоящее время ведутся исследованияс целью изучить воздействие инфекцииCOVID19 на беременных. Данные ограничены, нодоказательства того, что риск тяжелоготечения заболевания выше, чем в остальнойпопуляции, отсутствуют. Однакоизвестно, что поскольку во времябеременности происходят определенныеизменения в организме, в том числе виммунной системе, некоторые респираторныеинфекции могут представлять серьезнуюугрозу для беременных. Поэтому важно,чтобы они принимали профилактическиемеры защиты от COVID-19и сообщали лечащему врачу о возможныхсимптомах (в частности таких, какповышенная температура тела, кашель,затрудненное дыхание).ВОЗ будет пересматривать и актуализировать данную информацию и свои рекомендации по мере поступления новых данных.",https://www.who.int/ru/news-room/q-a-detail/q-a-on-covid-19-pregnancy-childbirth-and-breastfeeding,russian,WHO,"Q&A on COVID-19, pregnancy, childbirth and breastfeeding","Нет. Одноразовые медицинские маски предназначены только для однократного использования. Использованную маску необходимо правильно снять (т.е. снять за завязки или резинки сзади, не прикасаясь к передней поверхности маски) и немедленно утилизировать, выбросив ее в контейнер для инфекционных отходов с крышкой, после чего обработать руки антисептиком или вымыть с мылом.  Рекомендации по применению масок в контексте вспышки коронавирусной инфекции 2019-nCoV размещены по этой ссылке: https://www.who.int/publications-detail/advice-on-the-use-of-masks-the-community-during-home-care-and-in-health-care-settings-in-the-context-of-the-novel-coronavirus-(2019-ncov)-outbreak (на английском языке).Почему ВОЗ рекомендует медицинским работникам, оказывающим помощь пациентам с подозрением на инфекцию 2019-nCoV или с подтвержденной инфекцией 2019-nCoV, применять средства защиты от контактной и воздушно-капельной передачи инфекции и не рекомендует систематически использовать средства защиты от воздушно-пылевой передачи инфекции? Краткие рекомендации ВОЗ были разработаны на основе консенсуса международных экспертов, проанализировавших имеющиеся на текущий момент научные данные относительно механизмов передачи вируса 2019-nCoV. Эти данные указывают на то, что вирус передается воздушно-капельным путем и через контакт с зараженными поверхностями оборудования и приспособлений; о систематической передаче вируса воздушно-пылевым путем данных нет. Известно о способности других респираторных вирусных заболеваний передаваться воздушно-пылевым путем, например, в результате выполнения процедур, приводящих к образованию аэрозолей (например, интубации трахеи, бронхоскопии), в связи с чем ВОЗ рекомендует при выполнении таких процедур применять средства защиты от воздушно-пылевой передачи инфекции. Рекомендации для медицинских работников о мерах защиты от 2019-nCoV размещены по этой ссылке: https://www.who.int/publications-detail/infection-prevention-and-control-during-health-care-when-novel-coronavirus-(ncov)-infection-is-suspected (на английском языке)."
Как беременной женщине защитить себя от COVID-19?,"Cпециальныхмер предосторожности, чтобы избежатьзаражения COVID-19, длябеременных не требуется. Вы можетепомочь защитить себя следующим образом:часто мойте	руки спиртосодержащим	средством для обработки рук или водой	с мылом;соблюдайте	правила социального дистанцирования;  не прикасайтесь	к глазам, носу или рту; соблюдайте	респираторную гигиену. Это	означает, что при кашле или чихании	необходимо прикрывать рот и нос сгибом	локтя или салфеткой. Использованную	салфетку следует немедленно утилизировать.При повышеннойтемпературе тела, кашле или затрудненномдыхании необходимо немедленно обратитесьза медицинской помощью. Начнитес обращения в медицинское учреждениепо телефону, следуйте указаниям местногооргана здравоохранения. Женщинам сCOVID-19 во время беременности, а также впослеродовом периоде следует продолжатьрегулярно являться на прием к врачу.",https://www.who.int/ru/news-room/q-a-detail/q-a-on-covid-19-pregnancy-childbirth-and-breastfeeding,russian,WHO,"Q&A on COVID-19, pregnancy, childbirth and breastfeeding","РекомендацииВОЗ остались без изменения. Решающеезначение имеют ранняя диагностика илечение, помогающие предупредитьосложнение легких форм малярии и смертьпациентов. Странам неследует сокращать объем мероприятийповыявлению и лечению пациентов с малярией;это может иметь тяжелые последствиядля здоровья и благополучия миллионовлюдей, заразившихся этой потенциальноопасной для жизни болезнью."
Необходимо ли беременным женщинам проходить тестирование на COVID-19?,Протоколы тестирования и правила тестирования населения могут различаться в зависимости от места проживания.Однако ВОЗ рекомендует проводить тестирование беременных с симптомами COVID-19 в первоочередном порядке. Женщины с COVID-19 во время беременности могут нуждаться в специализированном уходе.,https://www.who.int/ru/news-room/q-a-detail/q-a-on-covid-19-pregnancy-childbirth-and-breastfeeding,russian,WHO,"Q&A on COVID-19, pregnancy, childbirth and breastfeeding","Всеизложенные выше рекомендации касаютсястран, стремящихся элиминировать маляриюили предупредить возвращение болезни:следует продолжать усилия по профилактике,выявлению и лечению случаев малярии,одновременно предупреждая распространениеCOVID-19 и обеспечивая безопасностьработников соответствующих служб.Страны, вплотную подошедшие к элиминациималярии, должны защищать свои важныезавоевания и избегать эпизодов повторногораспространения малярии. Элиминировавшиемалярию страны должны сохранятьбдительность на предмет возможногозавоза случаев малярии во избежаниереинтродукции инфекции."
Передается ли инфекция COVID-19 внутриутробно или от матери к ребенку?,Данные опередаче инфекции COVID-19 внутриутробноили от матери к ребенку отсутствуют.Выявить вирус в амниотической жидкостиили грудном молоке до настоящего временине удавалось.,https://www.who.int/ru/news-room/q-a-detail/q-a-on-covid-19-pregnancy-childbirth-and-breastfeeding,russian,WHO,"Q&A on COVID-19, pregnancy, childbirth and breastfeeding","Коронавирусы составляют обширное семейство вирусов и широко распространены у животных. Заражение людей этими вирусами с последующей передачей другим людям происходит время от времени. Например, установлен факт заражения людей ТОРС‑КоВ от цивет, а БВРС‑КоВ– от одногорбых верблюдов. Возможный источник 2019‑nCoV среди животных пока не установлен. В качестве меры индивидуальной защиты, например, при посещении рынков, на которых торгуют живностью, следует избегать непосредственного контакта с животными, а также касания поверхностей, с которыми соприкасаются животные. Следует строго соблюдать правилаобеспечения безопасности продуктов питания. При работе с сырым мясом, молоком, органами животных следует проявлять осторожность во избежание перекрестного загрязнения других продуктов, не прошедших термическую обработку, и, кроме того, следует воздерживатьсяот употребления сырых или полусырых продуктов животного происхождения."
Какой уход должен быть обеспечен во время беременности и родов?,"Все беременные,в том числе с подтвержденным заражениемили подозрением на заражение COVID-19, имеютправо на высококачественный уход впериод до, во время и после родов. Этовключает в себя предоставлениеантенатальной, неонатальной и постнатальнойпомощи, а также психиатрической помощи.Позитивныйопыт безопасного деторождения включает: уважительное	отношение; 	право	выбора сопровождающего лица,	присутствующего при родах;четкая	коммуникация с персоналом родильного	отделения; 	применение	надлежащей тактики обезболивания;мобильность	во время родов, если возможно, и свобода	выбора положения тела в родах.В случаеподтвержденного заражения или подозренияна заражение COVID-19 медико-санитарныеработники должны принять надлежащиемеры предосторожности для уменьшенияриска собственного заражения и зараженияокружающих, в том числе путем применениязащитной одежды.",https://www.who.int/ru/news-room/q-a-detail/q-a-on-covid-19-pregnancy-childbirth-and-breastfeeding,russian,WHO,"Q&A on COVID-19, pregnancy, childbirth and breastfeeding","Нет. ВОЗ не рекомендует людям, у которых отсутствуют симптомы заболевания (т.е. респираторные симптомы), носить медицинские маски, поскольку на данный момент свидетельств того, что систематическое использование медицинских масок здоровыми людьми позволяет предотвратить передачу вируса 2019-nCoV, нет. Маски рекомендуется использовать негоспитализированным лицам с симптомами заболевания. Неправильное и чрезмерное использование медицинских масок может привести к их серьезному дефициту, в результате чего масок будет не хватать тем, кому их действительно необходимо носить. В медицинских учреждениях, где медицинские работники работают непосредственно с пациентами с подозрением на инфекцию или подтвержденной инфекцией 2019-nCoV, ношение медицинских масок наряду с другими средствами индивидуальной защиты и соблюдением правил гигиены рук являются одним из необходимых средств профилактики распространения острого респираторного заболевания, вызванного вирусом 2019-nCoV. Более подробные рекомендации по использованию медицинских масок доступны по этой ссылке: https://www.who.int/publications-detail/advice-on-the-use-of-masks-the-community-during-home-care-and-in-health-care-settings-in-the-context-of-the-novel-coronavirus-(2019-ncov)-outbreak (на английском языке).Можно ли размещать пациентов с подозрением на инфекцию 2019-nCoV или с подтвержденным диагнозом по нескольку человек в одной палате? В идеальном случае, пациентов с подозрением на острое респираторное заболевание, вызванное вирусом 2019-nCoV, следует изолировать в одноместных палатах. Однако если это невозможно (например, в случае нехватки свободных одноместных палат), допускается совместное размещение таких пациентов в одной палате. Некоторые пациенты с подозрением на инфекцию 2019-nCoV могут на самом деле болеть другими респираторными заболеваниями, поэтому их не следует смешивать с пациентами с подтвержденной инфекцией 2019-nCoV. При совместном размещении пациентов расстояние между койками должно составлять не менее 1 метра."
Показано ли беременным женщинам с подозрением на заражение или подтвержденным заражением COVID-19 родоразрешение методом кесарева сечения?,"Нет. ВОЗрекомендует родоразрешение методомкесарева сечения только по медицинскимпоказаниям.Способродоразрешения являетсявопросом индивидуального выбора,основанного на предпочтенияхженщины и акушерско-гинекологическихпоказаниях.",https://www.who.int/ru/news-room/q-a-detail/q-a-on-covid-19-pregnancy-childbirth-and-breastfeeding,russian,WHO,"Q&A on COVID-19, pregnancy, childbirth and breastfeeding","Коронавирусы составляют обширное семейство вирусов и широко распространены у животных. Заражение людей этими вирусами с последующей передачей другим людям происходит время от времени. Например, установлен факт заражения людей ТОРС‑КоВ от цивет, а БВРС‑КоВ– от одногорбых верблюдов. Возможный источник 2019‑nCoV среди животных пока не установлен. В качестве меры индивидуальной защиты, например, при посещении рынков, на которых торгуют живностью, следует избегать непосредственного контакта с животными, а также касания поверхностей, с которыми соприкасаются животные. Следует строго соблюдать правилаобеспечения безопасности продуктов питания. При работе с сырым мясом, молоком, органами животных следует проявлять осторожность во избежание перекрестного загрязнения других продуктов, не прошедших термическую обработку, и, кроме того, следует воздерживатьсяот употребления сырых или полусырых продуктов животного происхождения."
Могут ли женщины с COVID-19 кормить грудью?,"Да. Грудное вскармливание допускается по желанию женщины с COVID-19. При этом необходимо: во время кормления соблюдать респираторную гигиену и надевать маску при наличии таковой;мыть руки до и после контакта с ребенком;регулярно очищать и дезинфицировать поверхности, к которым прикасается женщина.",https://www.who.int/ru/news-room/q-a-detail/q-a-on-covid-19-pregnancy-childbirth-and-breastfeeding,russian,WHO,"Q&A on COVID-19, pregnancy, childbirth and breastfeeding","Ряд средств западной медицины, а также традиционных народных или домашних средств может способствовать улучшению самочувствия и облегчению симптомов заболевания COVID-19, тем не менее, в настоящее время нет фактических данных, которые бы могли свидетельствоватьо том, что действие какого либо из имеющихся препаратов позволяет предотвратить или лечить данное заболевание. ВОЗ не рекомендует проводить самолечение с помощью каких бы то ни было лекарственных препаратов, включая антибиотики, с целью профилактикиили лечения инфекции COVID-19. В то же время ведутся клинические испытания ряда средств как западной, так и традиционной народной медицины. ВОЗ продолжит публиковать обновленные сведения по мере появления клинических данных."
Разрешается ли женщине с COVID-19 трогать и держать своего новорожденного ребенка?,"Да. Тесныйконтакт и раннее исключительно грудноевскармливание помогают ребенкуразвиваться. Женщина должна иметьвозможность: безопасно кормить ребенка грудью, соблюдая надлежащую респираторную гигиену; телесно контактировать с ребенком; инаходиться в одном помещении с ребенком. До и после контакта с ребенком необходимо мыть руки, а также содержать все поверхности в чистоте.",https://www.who.int/ru/news-room/q-a-detail/q-a-on-covid-19-pregnancy-childbirth-and-breastfeeding,russian,WHO,"Q&A on COVID-19, pregnancy, childbirth and breastfeeding","Инструкции по обустройству палат-изоляторов в настоящее время находятся в стадии подготовки. Технические спецификации на СИЗ, необходимые для использования медицинским персоналом, работающим с пациентами с nCoV, размещены по адресу: https://www.who.int/publications-detail/disease-commodity-package---novel-coronavirus-(ncov) Каковы рекомендации относительно использования хлорной извести для гигиены и дезинфекции рук и борьбы с nCoV? Слабый раствор хлорной извести (0,05%) может использоваться для дезинфекции рук в случае отсутствия спиртосодержащих составов для обработки рук или мыла. Тем не менее, при наличии антисептиков на спиртовой основе или возможности вымыть руки водой с мылом слабый раствор хлорной извести использовать не рекомендуется, поскольку при приготовлении раствора хлорной извести возникает повышенный риск раздражения кожи и других неблагоприятных проявлений. Кроме того, раствор хлорной извести необходимо готовить ежедневно и хранить в холодном, сухом и темном месте, в противном случае он потеряет свои дезинфицирующие свойства. Хлорная известь (раствор 0,5%) –  эффективное средство для дезинфекции поверхностей при условии предварительной очистки поверхностей водой с мылом."
"Что можно предпринять, если женщина с COVID-19 слишком плохо себя чувствует для грудного кормления?","Если женщинас COVID-19 или любым осложнениемслишком плохо себя чувствует для грудногокормления, ей должна быть оказана помощьв обеспечении ребенка грудным молокомлюбым доступным и, по возможности,приемлемым для нее способом. К такимспособам могут относиться:сцеживание	молока;релактация;донорское	человеческое молоко.",https://www.who.int/ru/news-room/q-a-detail/q-a-on-covid-19-pregnancy-childbirth-and-breastfeeding,russian,WHO,"Q&A on COVID-19, pregnancy, childbirth and breastfeeding","В условияхпандемии COVID-19 может быть целесообразнымдополнить обычные меры борьбы с маляриейспециальными мерами, которые положительнозарекомендовали себя в ряде предыдущихчрезвычайных ситуаций, в частностивременно возобновить презумптивноелечение малярии и массовое назначениелекарственных средств. Презумптивноелечение малярии означает лечениепациента с подозрением на малярию,проводимое в отсутствие возможностиподтвердить заболевание диагностическимисредствами (например, при помощидиагностического экспресс-теста). Обычнотакой подход применяется лишь вэкстремальных ситуациях, например, прираспространении болезни в условияхотсутствия доступа к услугамэкспресс-диагностики.Массовоеназначение лекарственных средств —рекомендованный ВОЗ метод быстрогосокращения смертности и заболеваемостиот малярии в периоды эпидемий и сложныхчрезвычайных ситуаций. При массовомназначении лекарственных средствпротивомалярийные препараты предоставляютсявсем представителям целевой группынаселения, нередко несколько раз,независимо от того, имеются у них симптомызаболевания или нет. Подобныеспециальные меры следует принимать,только тщательно оценив возможностьдостижения двух ключевых целей: снижениясмертности от малярии и обеспечениябезопасности работников здравоохранения.ВОЗ рассматривает конкретные предложенияо том, когда и каким образом должныприниматься такие меры; в дальнейшемна этот счет будут выпущены соответствующиерекомендации."
В чем сходство возбудителей COVID‑19 и гриппа?,"Во‑первых, какCOVID‑19, так и грипп имеют сходнуюклиническую картину. То есть оба вирусавызывают респираторные заболевания свариантами течения от бессимптомногоили легкого до тяжелого, либо сосмертельным исходом.Во‑вторых,оба вируса передаются при физическомконтакте, через аэрозоль, а такжезагрязненные предметы. Таким образом,в обоих случаях будут результативнымиодни и те же меры общественногоздравоохранения, такие как соблюдениегигиены рук и респираторного этикета(прикрывание рта и носа при кашле иличихании сгибом локтя, либо салфеткой,которую после этого выбрасывают).",https://www.who.int/ru/news-room/q-a-detail/q-a-similarities-and-differences-covid-19-and-influenza,russian,WHO,Q&A: Similarities and differences – COVID-19 and influenza,"Нет. Отходы, образующиеся в результате оказания помощи пациентам с подозрением на инфекцию 2019-nCoV или с подтвержденной инфекцией 2019-nCoV на дому или в лечебном учреждении, должны утилизироваться в соответствии с обычными процедурами утилизации инфекционных отходов. Дополнительная информация об утилизации инфекционных отходов доступна по этим ссылкам: https://www.who.int/water_sanitation_health/publications/safe-management-of-waste-summary/ru/ https://www.cdc.gov/hai/pdfs/resource-limited/environmental-cleaning-508.pdf (на английском языке)."
В чем различие возбудителей COVID‑19 и гриппа?,"К важным различиямможно отнести темпы передачи инфекции.Средняя продолжительность инкубационногопериода (время от момента заражения довозникновения симптомов) и времягенерации (время между заражением одногочеловека и заражением другого) пригриппе меньше. По оценкам, время генерациипри COVID‑19 составляет 5–6 дней, тогдакак при гриппе оно составляет 3 дня.Это означает, что грипп можетраспространяться быстрее, чем COVID‑19.Крометого, ключевым элементом в распространениигриппа является передача инфекции втечение первых 3–5 дней болезни и,возможно, до дебюта симптомов, то естьдо появления симптомов заболевания. Сдругой стороны, хотя поступают сведения,что у некоторых больных COVID‑19вирусовыделение может возникать за24–48 часов до возникновения симптомов,в настоящее время, как представляется,оно не играет столь важной роли враспространении инфекции.Согласнопоследним данным, репродуктивное число,то есть количество лиц, которых можетзаразить один больной, при COVID‑19находится в диапазоне от 2 до 2,5, чтовыше, чем при гриппе. Однако проведениеоценок в отношении возбудителей COVID‑19и гриппа в значительной мере зависитот конкретного контекста и времени,поэтому прямые сравнения не всегдакорректны.Припередаче гриппа среди населения важнаяроль принадлежит детям. При COVID‑19дети, по предварительной информации, вменьшей степени подвержены заражению,чем взрослые: показатель пораженностив возрастной группе 0–19 лет низок.Кроме того, по предварительным даннымобследований домохозяйств в Китае,заражение детей происходит от взрослых,а не наоборот.Несмотряна то что набор симптомов при обоихзаболеваниях схож, доля случаев тяжелоготечения различается. По имеющимсясведениям, 80% случаев COVID‑19характеризуются легким или бессимптомнымтечением, 15% – тяжелым течением, прикотором требуется оксигенотерапия, ав 5% случаев заболевание принимаеткрайне тяжелый характер и требуетискусственной вентиляции легких. Доляслучаев тяжелого и крайне тяжелоготечения заболевания выше, чем при гриппе.Пациентамигруппы риска при гриппе являются дети,беременные женщины, пожилые люди, лицас фоновыми заболеваниями ииммунокомпрометированные лица. В случаеCOVID‑19, согласно текущему пониманиюзаболевания, факторами риска тяжелоготечения являются пожилой возраст иналичие фоновых заболеваний.Смертностьпри COVID‑19, вероятно, выше, чем пригриппе, особенности сезонном гриппе.Истинный коэффициент смертности внастоящее время определен неточно,однако, по имеющимся сведениям, летальность(то есть количество умерших, отнесенноек числу зарегистрированных случаевзаболевания) колеблется в пределах3–4%, а доля умерших от инфекции (количествоумерших, отнесенное к числу лиц синфекционными заболеваниями) ниже.Смертность при сезонном гриппе обычнонаходится на уровне до 0,1%. Тем не менее,смертность в значительной степенизависит от доступа к медицинской помощии ее качества.",https://www.who.int/ru/news-room/q-a-detail/q-a-similarities-and-differences-covid-19-and-influenza,russian,WHO,Q&A: Similarities and differences – COVID-19 and influenza,"Физическаяактивность включает в себя все формыактивного отдыха, занятия спортом, ездуна велосипеде и ходьбу пешком, а такжеактивность на работе, во время работыпо дому и в саду. Это не обязательнодолжны быть физические упражнения илизанятия спортом, это могут быть игры,танцы, садоводство и даже уборка домаи походы по магазинам – все это частьфизической активности.Во время пандемииCOVID-19, когдамногие из нас сильно ограничены в своихпередвижениях, еще более важно, чтобылюди всех возрастов и возможностей быликак можно более активными. Даже короткийперерыв, чтобы встать и сделать физическиеупражнения, такие как ходьба или растяжка,поможет ослабить мышечную нагрузку,снять умственное напряжение, улучшитькровообращение и повысить мышечнуюактивность. Регулярная физическаяактивность также может помочь справитьсяс повседневными делами и станет ещеодной возможностью для общения с семьейи друзьями."
